#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-24T03:22:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-24T03:22:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/199/26/table3&-out=RAJ2000,DEJ2000,cz&-out.max=50000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21990026
#Name: J/ApJS/199/26
#Title: The 2MASS Redshift Survey (2MRS) (Huchra+, 2012)
#INFO	ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/199/26	    IVOID of underlying data collection
#INFO	creator=Huchra J.P.	    First author or institution
#INFO	cites=bibcode:2012ApJS..199...26H	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/199/26	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21990026	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-09-19	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_199_26_table3:
#Name: J/ApJS/199/26/table3
#Title: 2MRS catalog
#Column	RAJ2000	(F9.5)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	cz	(I5)	? Redshift, corrected to solar system barycenter reference frame	[ucd=phys.veloc;pos.heliocentric]
RAJ2000	DEJ2000	cz
113.75941	+32.82215	 4681
166.63377	+11.38536	 1357
186.06053	+08.53585	 1138
192.68573	-42.54778	 3170
221.89026	-19.76412	 2571
237.68233	-07.56041	 7656
151.67293	-41.11819	 2726
113.33326	+59.62536	 3529
161.54320	+73.35307	 6296
193.36340	-17.00553	 4011
331.68295	-31.16245	 4061
115.82693	+52.31850	 5676
203.05582	-08.78623	 6721
330.57693	-20.54774	 1476
000.00695	+47.27456	 5017
050.99356	+37.75566	 5540
174.43550	-49.17705	 5129
178.35027	-28.55316	 1699
292.78360	+54.10217	 3845
143.93344	+31.70543	 6756
167.11047	-10.25604	 8184
168.79863	+17.26269	 6146
272.12781	-52.06696	 5462
279.02985	-37.94585	 4372
349.56784	+06.58579	 4956
032.32533	-23.41507	 5441
068.40767	-13.26196	 9835
161.68030	-40.01601	 4876
306.08438	+27.06384	 4231
039.66614	+41.64753	 4584
069.12321	+20.60449	 5035
105.63776	+50.59059	 6296
163.70262	+17.62119	 1158
230.40802	-13.16928	 2262
005.51344	+22.40809	 5380
080.64731	-79.85181	 4862
087.80624	+37.90074	 6453
203.97424	-34.29575	 2272
204.32800	-49.74886	 3193
341.88730	+40.23880	 5350
194.21957	-41.81332	 3667
215.57845	+50.50139	 2230
336.70193	+35.51872	 6013
039.96083	+18.02427	 8552
064.80894	+03.34834	 7425
065.49020	+01.83897	13200
193.84074	-49.54974	 2050
201.00133	-12.27645	 2848
308.87021	+51.59096	 3227
349.18018	+33.99582	 5117
137.26265	-67.93247	 1653
139.09421	-71.14912	 4913
160.13826	-46.19094	 6600
274.20532	-57.23150	 5090
028.87778	+47.95496	 7128
055.98701	+39.29515	 5007
077.22797	+75.42789	 4458
085.89792	-71.14211	 5508
162.11636	+12.53316	 1308
233.84680	+12.04754	 1813
292.07086	-29.52901	 7320
018.04021	+32.12316	 5010
119.87378	+27.02642	 6649
183.54002	+54.52663	 2451
199.08374	-28.28569	 4443
203.33200	-53.35470	 1382
299.44241	+52.87993	 2802
211.58975	+50.72502	 1911
326.54059	-48.35380	 4877
329.37143	+41.24889	 4283
332.80008	+38.92728	 5984
344.33139	-01.04901	 3078
344.47891	-35.85804	 1929
024.78753	+48.28266	 5467
170.88449	-08.65855	 3602
340.95541	+08.70548	 7645
204.62387	-10.70417	 6700
220.12518	-53.08181	 4728
036.50204	+39.47092	 4865
170.68265	-07.67625	 7357
038.58335	+32.42944	 4702
085.16228	-70.75330	 4497
279.47687	+17.53386	 4500
331.20551	-64.04684	 2943
013.03729	-02.21844	 3878
051.73548	+68.58124	 1940
115.99269	-38.56695	 5928
210.85356	-06.06910	 2572
284.21268	-63.16623	 3908
018.24973	-00.25244	 5356
047.32647	+42.97215	 5659
057.94149	+67.33501	 5869
242.57120	-60.95897	 5604
133.15848	-02.60323	 1631
211.87405	-27.01787	 6535
304.68195	-16.94600	 3311
174.26187	+58.41558	 1161
358.33197	+07.87093	 5218
034.13483	-11.34855	 4006
051.51078	-17.59149	 4246
002.39809	-32.27686	 7632
049.56203	-27.61033	 1396
149.34955	-19.35498	 3462
248.60616	+21.54087	 2936
309.10431	-49.25907	 6246
053.77151	+69.03468	 2867
161.06216	+22.37103	 5813
201.22334	-30.33362	 4574
253.46756	+39.76019	10092
323.95056	+35.35113	 4578
117.16351	+54.61190	 5668
221.86879	-22.27824	 3417
012.63549	-08.65163	 3818
051.77112	+12.55238	 6289
072.36590	+63.92518	 4735
175.07706	+09.00986	 1833
181.20769	-02.38249	 5976
185.31866	+04.59568	 2260
199.96666	-22.27884	 1625
252.72263	-15.00397	 7948
113.82063	-76.91876	 5900
116.98626	-38.89461	 8586
161.52069	-45.32735	 5482
196.93286	-19.39561	 4582
339.37204	+10.53157	 2825
356.55023	-75.27484	 6357
009.49040	+08.63518	 5281
067.75281	+34.61543	 5721
217.50557	+36.36092	 8589
351.81744	+69.01294	 3585
030.62846	-50.93165	 6362
070.72878	+00.61859	 4625
117.31197	-05.93713	 2229
176.27083	+19.60635	 6474
350.42401	+08.88692	 3225
055.12239	-26.86225	 1779
217.54977	-36.96435	 2859
220.17862	+03.46542	 8197
240.07204	-66.32195	 3736
343.38593	+68.68269	 3472
155.78412	-39.62391	 2420
200.65425	-53.43337	 3805
327.02246	-50.56522	 5172
164.78755	+61.53049	 2112
193.01332	-41.45991	 3945
197.43367	-16.60215	 2621
237.43962	-39.73895	 7570
029.69999	+24.89248	 5120
126.00687	+21.02718	 4643
091.32485	-27.85698	 1549
150.35802	+15.76999	 2404
327.39798	+15.79045	 7773
129.38629	+28.70522	 3469
189.52145	+01.47785	 1846
043.41381	-34.19763	 4588
159.40546	-27.59408	 3900
227.87048	-75.85997	 2871
309.72702	-05.63990	 3900
109.68143	-62.93629	 3180
214.41777	-07.41743	 2619
221.25789	-13.94664	 7168
163.06697	-32.67105	 3152
174.31021	+17.83996	 3473
323.63947	-40.81863	 5087
144.72279	-04.84870	 6628
186.32486	-43.44547	 2830
339.62277	+35.32798	 8271
028.24865	+12.70847	 4558
037.91162	-44.52431	 5345
039.83004	+06.54393	 4179
044.35833	+10.47894	 7814
069.40117	-04.71487	 3754
224.10022	+49.69609	 3978
035.27702	+48.96019	 5051
152.82903	-17.20429	 9047
217.45752	+49.62263	 2328
056.86755	+41.30720	 4850
068.40030	+13.52105	 4622
122.84615	+03.63307	 3999
224.03514	-37.64787	 7372
020.26224	+33.89845	 4029
195.24440	-00.02745	 1186
230.85330	-37.37724	 4282
018.90678	+33.06771	 5597
045.37682	+37.76599	 4910
063.38977	+27.54159	 4004
203.27228	-01.03579	 3701
054.77882	-18.29228	 4243
213.09731	-27.10802	 6781
262.35172	-12.13001	 8347
066.10558	-00.74623	 4654
081.22723	-12.68880	 3420
092.04585	+34.26363	 2831
191.87006	-43.33480	 3237
252.88461	-03.09644	 7188
078.12373	+51.28753	 6667
267.94577	+24.48347	 3114
273.57043	-60.09170	 3140
014.13576	-01.77196	 3960
069.72813	+18.83909	 3255
220.40932	-33.31106	 4525
247.27731	-61.64428	 5631
353.88455	+05.21465	 5777
356.74310	+06.86180	 3247
050.34571	-02.31684	 6263
074.89431	-00.26041	 4175
182.65627	+16.03293	 2150
208.74339	+05.33363	 1372
050.05051	+41.36700	 2139
092.63636	-62.53843	 8355
158.09132	-22.30229	 3701
198.70514	-16.49260	 2181
210.92809	-32.71685	 3777
258.17828	-24.59663	 7294
277.43649	-42.75325	 6262
291.37265	-57.67044	 4443
344.32654	-41.07057	  945
357.22791	-16.54115	 7326
023.77662	-36.49022	 8955
109.42078	+23.35674	 2275
254.49420	-62.72596	 5019
017.04518	-46.09406	 6134
044.69870	-32.09921	 4921
105.17735	-27.36865	 2655
107.27475	+61.59554	 1797
155.79858	-49.47079	 5447
007.74206	+10.20841	 5276
022.02502	+49.24130	 6414
188.13953	-68.53886	 5270
207.87869	+14.09212	 6995
329.27997	-34.58223	 2646
084.13493	+16.64138	 5253
009.24559	-29.47784	 3528
083.03558	-07.91815	 3548
125.79701	+22.66460	 2061
306.86816	+08.09810	 4692
021.95089	-01.87954	 5818
053.82010	-35.26567	  703
079.44781	+58.23957	 5320
111.41946	-30.40462	 2158
130.18486	-04.12172	 4354
152.15157	+18.23125	 5102
268.95184	+62.61216	 8233
279.60938	+17.19715	 5062
047.80645	+41.36371	 5235
069.02734	-03.14867	 4868
125.12671	-84.97664	 4705
175.45016	+20.10363	 5732
178.26369	-36.63883	 2940
274.59497	+21.29296	 5206
349.30652	+18.70816	12045
051.22794	-02.91921	 6077
068.18790	-04.37240	 4327
074.58085	+00.74224	 4149
163.47858	+73.69035	 1262
250.21907	-60.39428	 2100
018.99019	+05.17870	 5294
086.86368	+79.63587	 4439
152.74956	-45.15104	 5200
153.38156	+22.73756	 1298
045.59335	+51.96979	 3352
285.91379	-53.93420	 4573
064.17684	-12.20006	 8929
074.97092	-12.03669	 8052
199.75218	-27.62855	 2291
213.37546	-45.41359	 3017
263.53348	+06.51809	 6875
009.55160	+02.72855	 5261
045.99578	+43.39831	 2742
119.65563	+08.02968	 9556
151.71620	+14.37357	 8825
225.75085	-13.28267	 2695
316.29251	-47.78971	 5140
031.71457	+44.57291	 5163
040.27572	+08.73801	 6236
170.04178	-08.10571	 7091
185.82187	+11.36798	 1563
230.38783	-13.09174	 2272
041.22355	-17.65915	 7273
110.39252	+23.54878	 5652
308.98459	-25.27997	 5759
349.34476	-04.72786	 3590
351.66565	+25.08014	 3474
209.56204	+06.25876	 4311
277.21478	-72.09213	 3187
007.54462	+02.09344	 5365
026.98026	-26.89214	 1399
162.18130	-45.41994	 5671
196.77490	-23.67704	 2947
009.74767	-09.00270	 6076
030.95749	+14.73905	 3625
155.64366	+19.88705	 5585
262.40622	+75.70433	 1313
015.77957	-06.98835	 5822
046.47956	+41.59201	 6296
060.75726	+30.84535	 5032
186.74364	+02.49436	 1692
077.90986	-20.42729	 4194
085.81379	-30.07839	 2998
160.29767	-37.14368	 4195
123.48853	+52.64795	 5457
135.18680	-63.80499	 6280
239.26250	+48.16843	 5894
252.83435	-59.23450	 2740
037.64031	+32.17624	 4778
043.96768	+09.31175	 7713
049.36339	+41.40513	 5753
169.56223	-48.74575	 4350
186.55330	-07.68494	 5236
193.20915	-41.33723	 4731
244.69667	+07.41096	 1448
023.71367	-36.13723	 4773
079.15474	+06.44801	 8722
086.18403	+16.81393	 5849
112.70210	+73.70637	 5379
122.03990	+39.15742	 3917
323.88470	-82.90216	 2526
338.60141	+50.44329	 9688
064.14293	+02.75907	 3349
064.94090	+35.50954	 6373
119.41841	-53.26505	11922
322.06271	-37.86132	 2661
040.19609	+43.81793	 5636
125.67158	+04.26239	 4162
144.62148	-61.82962	 2916
168.89815	-48.76040	 5547
221.72198	-27.71498	 4776
284.68134	-63.13924	 4498
063.09446	+05.54698	 5305
215.54471	+13.91798	 2291
190.56856	-40.64206	 4586
319.99182	-34.49137	 5266
141.06676	+49.24911	 2638
148.88998	+16.43283	 3718
167.44493	-13.38064	 4411
190.11287	+01.19689	 1863
205.88835	-38.17599	10168
242.31696	-60.53078	 5554
321.47324	-42.41127	 4841
098.86206	+48.84401	 5899
141.88599	-60.77080	 2159
145.79987	-09.61240	 5761
155.27304	-66.49207	 2023
187.15170	-43.26174	 2919
202.48247	-20.68464	 5305
072.38952	+69.47502	 4780
153.72380	-23.05069	 3839
156.55782	-45.73514	 4665
193.21039	-40.45166	 3836
194.11765	-36.37094	 2608
207.06950	+68.08500	 1781
216.17831	-03.21216	 2748
306.54022	+01.15550	 3814
122.96880	-18.30034	 4624
158.37520	-26.89752	 3555
200.49814	-54.61255	 4153
202.54784	-01.66316	 3981
136.70436	-15.49979	 1882
188.64484	+18.20261	 1397
200.35735	-16.30575	 6634
210.11063	-53.72514	 4779
219.34229	+36.56783	 4242
020.12871	+50.14448	 7011
080.42296	+72.33145	 4996
103.26345	+23.13576	 4399
120.37821	+09.70764	 4874
211.99617	-32.05133	 4125
307.14609	+25.73334	 4167
332.54160	-36.08862	 3093
002.84294	+06.38929	 6030
021.33645	+34.02512	 4758
179.40356	+32.27773	 3081
183.55350	-47.22866	 5430
281.22498	-62.36470	 4217
059.82135	+06.68717	 5738
186.86790	-08.16788	 2997
040.78017	+41.06442	 6006
048.13794	+39.31892	 4389
066.80633	-62.78062	 5512
201.21439	+36.37854	 5244
215.41005	+35.20491	 3208
024.57774	+35.36484	 4925
122.56330	+33.95655	 5252
189.29878	-72.59201	 7099
309.47873	+10.63133	 8074
056.91578	+39.34687	 6368
190.95462	-40.71461	 4982
191.19606	-10.19784	 2407
214.24504	-75.64719	 2614
134.78366	+11.14915	 8895
148.03404	+29.23623	 1533
193.03496	-21.86511	 6949
220.73354	-18.44489	 3399
271.25259	+09.48107	 6282
010.90234	+30.58699	 5422
032.75539	+37.66628	 4593
041.41811	-15.36112	 4146
095.36485	-64.99279	 8003
326.44598	-48.42043	 5695
169.19420	+18.01715	  642
314.31412	+25.96487	 1525
022.44839	-06.98005	 1925
183.17192	-14.01456	 4110
186.42773	+07.21676	 1000
266.04160	-60.97846	 3750
267.15979	+51.15726	 6776
269.04691	-60.27656	 6284
352.65042	-03.03989	 5173
014.81317	+76.51294	 4739
027.90439	+08.25658	 5538
056.43248	+46.67354	 5588
104.65676	+45.21058	 5852
111.05327	-36.81160	 2766
140.84277	-37.99006	 4764
225.20911	-51.56783	10436
258.11945	-09.12409	 8857
020.99226	-35.11512	 5799
029.09083	-04.46763	 5287
043.39955	-83.14222	 4877
032.23441	+07.97148	 3458
057.65080	+73.03143	 4312
194.28436	-32.51276	 4605
237.46973	-39.90948	 6821
023.00286	-85.17772	 3987
043.92758	+75.15440	 4300
183.34250	+28.51093	 3887
185.99519	+48.77937	 4120
196.13121	-30.17064	 3795
069.80303	+58.34565	 4696
284.29013	-62.09093	 5247
314.45975	-43.37441	 9147
201.98700	-31.49549	14053
239.37575	+70.68913	 7710
244.21643	+53.00599	 5618
267.64624	-01.65170	10163
004.18407	+07.07609	 3966
039.35619	+21.10080	 4141
185.60948	+29.20868	  918
249.22318	-61.02774	 5479
251.24013	-08.25063	 5847
021.17354	-01.58707	 5007
244.33398	+34.90148	 9191
064.40614	+36.28584	 5640
136.64169	-07.24096	 5760
244.13615	-65.65240	 6570
357.87042	-13.38157	 7017
129.58064	-73.54368	 5279
217.84377	-28.74962	 6572
281.93414	+23.34728	 4208
295.02570	-77.55817	 6072
300.02597	+18.46575	 4032
021.36869	-38.26740	 6080
040.64829	+34.76351	 3901
011.52249	-01.72341	 4083
027.09361	+11.52154	 5182
269.85529	+06.28703	 1813
017.89981	+49.12111	 5464
042.41485	+21.20790	 6267
064.66727	+02.56082	 3251
078.93105	+19.36299	 5277
086.71922	-18.72640	 3087
094.00586	+75.93651	 5106
156.19777	-43.96433	 2808
244.61113	-60.77969	 5234
327.32556	-60.60922	 3027
037.66044	+42.23221	 5772
181.44547	-27.94013	 1875
277.87057	+16.12277	 5167
316.40576	+11.41417	 4881
009.62248	+29.51121	 5402
140.90208	-26.88182	 2357
171.47058	-35.39457	10119
177.94859	+48.68314	  972
075.47845	-03.29623	 4131
166.01241	+28.03679	 1371
186.23938	-26.03072	 3283
358.30206	+28.28344	 6991
088.94317	-69.56087	 4521
164.27365	-48.66138	 4864
233.96713	+39.76891	 4511
014.38637	+30.28076	 5065
020.99898	+33.90783	 4857
080.55816	+18.07377	 5857
123.16494	-16.05073	 4558
151.02191	+31.18538	 6192
193.16255	-39.02828	 4221
269.81131	+45.88708	 5698
052.86472	+04.38088	 6595
316.68967	-44.81471	 8798
355.14020	+29.18817	 5251
027.28504	-03.90438	 5213
049.53492	+41.75440	 4923
068.17388	-43.71589	 4461
164.44804	-47.84274	 5771
309.83707	+10.80570	 8085
028.35774	+71.25183	 6838
063.50277	+36.84765	 6032
124.62505	-21.81612	 5064
177.49716	+21.33367	 7869
208.04201	+02.32511	 7109
020.91908	+33.28066	 5526
137.49193	+62.24738	 7867
159.95763	-36.03616	 4155
165.00992	+14.84159	 1436
292.01617	-38.91876	 6015
037.29034	-10.82806	 4439
355.60745	-19.45226	 4363
059.41476	+36.78747	 5828
072.83232	+23.20801	 4409
078.52556	-10.62688	 2576
182.74190	+63.91459	 2646
209.83553	-40.06870	 3811
037.30826	+23.08271	 9583
156.37018	-39.82756	 2792
263.91626	-06.59937	 6399
298.23151	-60.98447	 3932
014.02509	+24.12690	 4991
189.43245	-43.62113	 2980
200.34630	+00.34258	 5561
039.40246	-32.92443	 4527
069.07763	-02.83138	 4697
214.24667	-44.97734	 2100
009.38938	-06.92224	 3338
077.22045	-29.25125	 3781
112.06236	+63.25560	 4709
124.79476	+21.43574	 4834
188.67868	-40.30057	 3081
254.63075	+58.93626	 5501
321.24457	-42.46045	 5171
332.89740	+25.86438	12199
018.66099	-01.02058	 5570
055.29394	-01.30281	 7776
071.33176	+11.06796	 4377
114.23622	+35.24196	 3784
267.44357	+72.02114	 7637
032.41055	-10.14627	 3849
068.13644	+16.63417	 4110
083.07727	-17.22387	 2962
128.95212	+01.72169	 4102
151.34599	-34.21996	 2770
168.51366	-14.08727	 5507
223.55211	+04.75020	 8302
246.52161	-60.52674	 5160
343.42020	+33.70914	 6313
158.55191	-73.24013	 3372
181.02568	+20.23505	 6314
333.95410	-45.84645	 1891
326.94193	+41.11858	 4428
183.78290	-30.76638	 6466
208.32439	+33.49076	 2368
283.84192	-53.81845	 2728
316.59009	-48.16943	 5177
032.10408	+14.34967	 4428
043.42170	+06.26562	 7380
043.45937	+12.84924	 3568
071.02666	-05.46571	 4900
110.64454	+71.59895	 2887
141.34422	-12.39159	 3866
273.00513	+21.46349	 5198
028.53218	-56.69366	 6073
317.96680	+11.27616	 5065
327.73483	+44.54225	 9550
139.17436	+30.91537	 6950
301.14215	-57.59817	 4658
351.61526	-81.91158	 3718
221.85074	-17.44557	 2172
279.60709	-57.49044	 4680
350.97510	+09.66749	 3559
352.07397	-67.82137	 3904
012.70186	-06.88570	 4673
014.19671	-53.09737	 7434
184.17549	+69.46257	    0
210.15498	-02.85780	 7446
262.38153	-64.02286	 5050
036.03331	+47.96967	 4679
143.98582	-07.72668	 5937
178.42607	-72.88082	 5201
187.06642	+09.43630	  345
206.28618	+41.50335	 2526
227.70149	-18.43094	 4235
283.59253	-34.61120	 5887
069.48154	-09.51926	 5156
287.89188	-05.44486	 7605
048.53544	+42.74921	 5426
144.63196	-63.93346	 4596
176.77335	+19.83724	 5825
007.95575	-26.72054	 7247
044.99421	+36.82048	 3605
067.04025	+21.65534	 2414
200.60196	-16.72844	 5072
242.54024	-61.43377	 4712
021.98754	-35.71769	 5637
134.73549	-04.90195	 3685
286.80972	-65.46185	 4241
304.93552	-53.44737	 5698
243.23688	+09.86708	 5109
053.03050	+47.79405	  231
342.90872	-05.55730	 3687
029.62519	+25.36011	 4927
034.42223	+12.47061	 3649
051.51290	+41.25229	 5331
152.92679	-31.64285	 2815
157.95146	-26.56541	 4159
195.02957	-50.93736	 5065
265.29480	-63.39085	 4916
001.81601	+27.70808	 4550
041.40031	-17.68893	 7551
045.87612	+74.66517	 4483
128.89197	-01.85010	 9350
164.74883	-50.36539	 5646
332.53818	+41.01727	 4683
021.85591	-01.91297	 5449
061.44856	+25.40841	 7160
106.07666	+23.90177	 4505
241.11661	-02.12092	 9353
358.54199	+00.38291	 7835
132.32912	-19.00411	 2667
170.94362	-01.10492	 5517
252.62784	-61.82211	 4296
350.22867	+25.89856	 4168
028.14459	+36.50089	 4170
069.08176	-65.14110	 5497
180.95441	+03.54821	 5800
185.36826	+06.65356	 4099
218.49641	+03.77801	 9067
025.61350	+26.14307	 3916
132.49312	+70.29944	 3826
134.59612	-66.72870	 3243
187.84235	+57.96465	 3111
333.66635	-27.46398	 5217
052.58123	+41.57275	 5442
101.37167	-37.00978	 9456
148.31956	-25.92905	 4312
159.54475	-28.78333	 3945
182.63695	+58.30382	 3057
210.06091	-34.03797	 4346
294.34396	+40.70551	 3124
340.47385	+34.91978	 6600
036.18507	+42.62300	 5917
191.56561	-41.70598	 3262
237.59459	+18.93917	 3812
269.31223	+12.17946	 2872
349.39056	+29.01940	 6970
059.29160	-28.87911	 3974
111.64756	+43.29641	 3130
178.78848	-18.92743	 6931
221.29578	-20.91350	 4148
330.87891	+12.63677	 8042
352.97354	-05.00696	 5184
150.11278	+03.37431	 2056
191.73175	-41.49675	 2558
250.36517	+57.78363	 5273
347.92075	-02.16004	 3879
141.90567	-19.69541	 4791
168.67488	-23.72769	 3487
263.58170	-60.87154	 4747
196.66916	-38.27552	 3365
196.25104	-47.23690	 5086
024.20440	+35.51219	 5162
203.47702	+03.28359	 6633
273.37350	-64.47673	 4493
275.66217	+15.69800	 5272
135.66101	+25.93451	 2450
157.32008	+26.09915	 5085
204.48909	-30.93166	 4073
216.01993	+33.04745	 2015
222.80753	-26.63127	 2547
023.22401	-12.19131	 5470
139.01624	+17.62841	 8581
239.28384	+22.40456	 4304
279.98511	-67.42570	 4442
047.08304	-04.13838	 8717
056.65874	-16.55017	 1239
075.67731	-61.14007	 1014
159.30356	-27.68394	 2856
170.64737	+20.70407	 4368
300.87100	-54.97993	 4921
064.16567	+60.92450	 1156
139.20836	+20.19853	 8293
297.28867	-10.57362	 7200
042.91861	-16.65077	 3476
081.97389	+19.86336	 4564
136.23686	+59.93295	 1518
195.58815	-50.33404	 1376
276.41000	+22.32729	 3132
315.28229	-00.19517	 7090
012.61464	-05.85848	 5702
046.55516	+41.84894	 1592
171.53563	-54.23586	 5369
172.29889	+57.13221	 2427
207.04640	-30.45209	 4812
280.70621	-63.20842	 4335
329.00272	-01.51694	 8045
014.54552	-08.21701	 4556
018.23213	+00.98156	 1158
071.47247	-05.13672	 3787
152.26370	-11.23325	 3494
175.56293	-13.86695	 6621
226.42091	-42.44952	 5184
245.54297	-01.51483	 5033
247.49197	+40.62862	 8643
265.98422	+36.80011	 7517
313.14774	-05.71113	 5969
018.60389	-55.39709	 3635
024.74365	-46.57332	 6552
066.57843	-03.62109	 4862
194.21817	-41.79720	 3253
195.53111	-33.12067	 4995
220.23143	-32.37563	 3031
333.38058	-27.55803	 5305
009.89532	+02.88744	 5169
070.28594	+73.67174	 4486
144.05174	-08.43443	 1917
195.45648	-08.33625	 3769
250.30229	-30.11352	 7326
346.74561	+22.93647	 6154
042.28001	-16.99335	 3415
175.23224	-44.48125	 3171
210.70262	+09.34141	 5910
256.22079	+41.86550	 8353
331.56738	+47.25122	 1105
079.28770	-64.95984	 1363
087.38114	+17.64916	 4407
246.86339	-58.92504	14362
049.96454	+41.57352	 5066
116.83463	+26.93020	 4884
120.34632	+15.36930	 4661
129.93849	-23.45879	 2482
207.32289	-36.06343	  333
335.55743	+36.38701	 4269
354.05881	+02.15502	 2798
019.01504	+04.29410	 5446
052.62234	+36.94766	 4723
216.83525	-87.77224	 2251
026.92838	-52.76181	 1423
113.65141	+18.28156	 5073
308.24588	+09.88208	 4694
322.40601	-21.19565	10557
106.64500	+63.84890	 4262
119.91725	+15.38676	 4651
160.38002	+37.31286	 7206
175.82750	-12.87837	 5264
241.62630	-61.42116	 3330
346.45120	+03.54511	 4939
047.50513	-53.33575	 1053
195.22061	-13.44981	 2592
212.12798	+08.93191	 7108
223.03313	-02.52973	 1934
239.31444	+05.99837	 1626
346.30676	+02.54943	 4823
135.08441	+52.49419	 9029
161.75328	-09.94132	 2570
226.29393	-43.50951	 4785
320.53134	+18.66569	 5376
009.93445	+03.29959	 5392
022.99187	+33.47652	 4352
072.05269	-13.66707	 5668
077.18922	+31.27221	 6597
077.93839	+67.48822	 6115
115.97200	+56.98690	 3235
138.64297	+30.14090	 6852
009.60543	+03.16645	 4662
042.74857	+37.46664	 4938
111.27750	-38.41652	 6883
135.15901	+50.67839	 5071
158.69778	-28.49632	 3159
190.17964	-40.76337	 3123
199.03493	-28.41054	 4331
231.48399	-30.27200	 5901
269.29434	+27.96138	 4621
059.95488	-84.09386	 4948
111.60977	-35.90602	 8815
157.87495	+24.86936	 6247
182.79234	+20.17571	 2448
338.88208	+34.80351	 6312
352.63342	+00.08109	 5160
017.65235	+33.12649	 5573
071.79752	+66.05440	 4698
147.41354	-05.16659	 6256
244.78963	-24.44757	 4415
046.73310	-09.54408	 4826
208.02899	-48.17051	 2906
307.58960	-01.00793	 6321
348.62225	+31.54894	 6349
351.20566	+15.27560	 4257
101.82470	+33.59921	 4836
224.49921	-06.72322	 9910
019.62670	+51.94567	 8518
050.24123	+41.89384	 4407
052.34954	+39.79221	 7326
053.36114	-23.71279	 1852
183.90637	+23.98186	 6701
209.14514	-32.62974	 4412
274.14288	+25.04402	 3079
326.04074	+46.24611	 5460
346.52023	+34.10769	 5706
349.65936	+42.95801	 5206
017.26897	-45.77354	 7746
066.58561	-10.09846	 9326
140.00908	+01.03826	 5104
241.96950	-60.52016	 4762
029.67497	+08.34678	 8104
045.95460	-01.10365	 4084
133.29636	+76.48607	 2885
144.50613	-20.34378	10078
190.71733	+54.85600	 4540
306.83704	+53.96603	 3285
326.49362	+41.27195	 4502
334.06232	-27.40281	 5568
338.51682	+68.44167	 4355
010.86857	-06.34876	 5842
061.91156	+03.96818	 5298
169.32324	-48.44211	 4453
191.72812	-11.63707	 2451
238.38963	-42.18113	 7500
033.08247	+37.47732	 4429
147.15021	+33.42149	 1478
186.65039	+03.96465	 2294
242.25531	-59.79916	 5255
261.11386	+29.39016	 6874
354.78506	+32.08561	 5134
034.75455	+34.46239	10485
147.38867	-68.01535	 4671
153.19807	-27.83945	 2603
214.84340	-26.64471	 6814
331.02823	+35.93848	 5563
202.11365	-44.17200	 3869
263.52682	+25.34390	 7843
356.29251	+07.04213	 5262
280.42429	+34.84386	 5465
025.80908	+08.88936	 5537
209.37349	+06.09694	 4341
020.28085	-26.72600	 5853
025.54023	+12.60189	 2988
032.13482	+06.32373	 3398
035.63065	+47.85003	 5079
079.04754	-00.14981	 9807
193.84659	-44.81330	 7186
198.02785	+24.09505	 2607
308.77005	-41.68417	 5304
052.55529	-05.54338	 4006
054.90453	+41.08361	 4739
072.48152	-31.96559	 1054
152.66644	+20.07015	 3795
162.03391	+18.18862	 6003
164.24039	-14.30056	 4598
087.89688	-59.04563	 3732
115.63683	+49.80966	 6652
314.48132	-17.94283	 8377
003.70996	-86.99312	 5049
021.18252	+33.42960	 4204
096.71985	-24.61710	 6795
181.04707	+20.40978	 7170
293.64481	-61.14577	 4200
130.60733	+37.22108	 3852
178.64034	+58.36700	 3316
229.18536	+07.02164	10330
264.47708	-55.51820	 6978
133.81569	-32.04665	 1473
159.21053	-27.91931	 4810
177.01401	+30.35931	 6289
299.47131	-32.46563	 5584
079.91123	+22.95078	 7239
091.54549	-00.54239	 2136
094.74781	-24.63019	 2720
151.07393	-74.93059	 5220
231.39200	+18.27722	 4392
