x,y,z,r
52084349.51739008,8293078.505382594,-33695949.56232828,62585714.28571429
53005429.62715234,10453332.079822097,-3549825.074817038,54142857.14285714
57599177.378355,14249202.463065667,-26608459.116306916,65028571.42857142
66078.61344822895,85386218.10681613,-110910730.80346464,139971428.57142857
-54678014.88246235,121881937.2931943,-113424719.65917706,175242857.1428571
-72106962.0559291,89383757.2528104,151238685.40302598,189900000.0
-14286524.207210578,4198602.982042027,4650479.445817812,15599999.999999998
-39559693.758711465,-10084132.153656287,-1216506.4802117432,40842857.14285714
-87944293.77407473,-28186205.920211315,-36726818.43672709,99385714.28571428
-29365659.750225235,-31038933.061555944,83791340.74761683,94057142.85714287
25018618.77484502,-61300442.98989473,-53121642.42225156,84885714.28571428
53349901.55121179,-89548373.43278639,12995332.113991499,105042857.14285712
63084676.32855525,-87346962.94948794,-35680270.122606985,113499999.99999999
154060579.58752897,2143082.447193856,44080572.26844817,160257142.85714287
90383881.0958088,3200988.833148671,15488091.356099162,91757142.85714285
94274291.71083495,71944089.54562008,21288805.715938453,120485714.2857143
-12038955.929429904,76779477.98246273,-63516918.803883664,100371428.57142855
-6221231.106940738,25224031.121204592,-13013919.030443642,29057142.857142854
-148908388.16553345,45403349.80715049,-6551289.406323608,155814285.71428573
-67806364.29043543,20214870.045786,86672193.07234147,111885714.2857143
-35975796.00049298,-4334476.373460244,-29277691.032747656,46585714.28571429
-63016600.1353714,-93621442.51322997,-34904054.1610253,118128571.42857143
-30645034.677562404,-52645832.473590724,23084410.52979936,65142857.14285714
-60828697.36318488,-126940408.27987228,33773254.66994054,144757142.85714287
24482647.05009912,14768090.15202159,-111742911.18706182,115342857.14285713
48720860.019746065,46100659.420854904,59815388.26562976,89871428.57142857
63963250.23937043,63773726.18670079,90997349.01800099,128214285.71428572
76913060.46286966,112329322.60639349,111207561.61323969,175785714.28571427
-45818681.85567771,3026510.803769033,-55790530.73094403,72257142.85714285
-70628491.75989187,-3958650.5972306686,75258780.30291308,103285714.2857143
-88353331.69858141,-35016989.578975335,-33971690.408318326,100928571.42857143
-118214024.35099858,-63133986.711072735,-93607970.42929238,163471428.57142857
-106574102.56545632,-70783617.03491938,-101619544.64803767,163385714.28571427
20452886.741363846,-43270292.86147543,45280111.82148148,65885714.28571428
64885310.43815867,-87417636.45823015,-46474169.464782305,118371428.57142857
77703800.86099726,4106635.81895335,-563857.4549124041,77814285.71428572
35179496.63742849,10779740.319116438,-59935867.17628473,70328571.42857142
61965915.80439619,57105535.692085326,31812659.69296515,90071428.57142857
38658825.56665174,72741251.37649557,35464530.18055438,89685714.2857143
43172962.372971,96786429.56743766,5068764.300049769,106100000.00000001
-16948638.495226733,52940021.356385544,63243480.2326972,84200000.0
-2334585.18873262,5903330.302298718,-66167599.47032265,66471428.57142857
-57232940.53385404,52584084.982465684,59857451.70323535,98099999.99999999
-105016242.81814149,-16548344.374562671,-99337762.42105529,145500000.0
-95273760.82354644,-25758841.43912531,-96126786.67709595,137771428.57142857
-47965566.53489044,-21312607.18567118,-30772235.33060928,60842857.14285715
-99070059.11745942,-45366850.19089276,54904081.89367651,122014285.71428572
-96098968.02285919,-62801403.30545196,42664070.412162825,122471428.57142858
-54146643.656363435,-44855620.46783658,86259054.58140513,111285714.28571428
-47792133.644240975,-102676666.5637019,87843573.99862836,143328571.42857146
-55322942.68485588,-132378142.60640274,7809216.514028286,143685714.2857143
66132271.15598312,-84584601.96230964,-39072528.92387077,114257142.85714285
34864212.80579568,-39020657.30794639,392882.2254884322,52328571.428571425
40596618.92639315,32284547.750131488,50695327.02117706,72528571.42857143
-16028589.935190663,89752514.92303808,-46869490.558246285,102514285.71428572
-36083692.02154123,112851991.31888835,-63206394.349627264,134285714.28571427
-151862421.53361252,88458014.91175017,-85699514.4018794,195528571.42857146
-72441867.9784711,31652717.724592116,-3058010.5491459267,79114285.71428572
-51640358.59576949,12875779.97781691,-18097888.618027616,56214285.714285724
-25975535.16694157,6147996.750350299,-30153966.039848518,40271428.571428575
-87748285.94789505,-36036527.869152,-17638028.052102692,96485714.28571427
-249955423.61578718,-146656772.4339422,-57008062.070605144,295357142.85714287
-48349413.257841796,-28639284.99831375,14586206.811316172,58057142.85714285
-16233433.371531839,-15277197.621446854,1283735.1160233233,22328571.428571433
-16692713.062946986,-31146004.467812177,-63092278.88304947,72314285.71428572
-22214472.133425664,-125906145.56477776,-3545382.469388529,127900000.0
368168.4151688145,-57077695.135169625,-115732709.93831667,129042857.14285713
204246841.35830826,-153270660.33864146,-113418144.64950192,279414285.7142857
56357279.45106083,-17998355.83141054,41410376.73657963,72214285.7142857
51992247.57974472,37833492.783004396,60579645.29120444,88342857.14285713
-16726636.229969017,57419725.241373844,62236249.18006202,86314285.7142857
-53406168.46614509,44478405.75837872,16290266.88057582,71385714.28571428
-108886851.94748259,-25736430.096132148,-70387162.89280596,132185714.28571428
-95724519.78930421,-28344808.83451114,6904993.813802917,100071428.57142857
-79782182.29128325,-33779169.65652744,-3951732.303281999,86728571.42857143
-94013411.59023163,-40990664.32112227,17412281.67553477,104028571.42857143
-85480618.8620303,-57837835.55505035,15044553.07648795,104300000.0
-83480449.12953366,-69201109.432326,114918323.45830052,158000000.0
-38260572.52252917,-87402914.61008097,79692538.80109634,124314285.71428573
99016286.16885617,-29302479.684283264,-69806744.61980046,124642857.14285713
30892559.89022268,-8188111.179887525,7250593.723761579,32771428.571428575
4391724.933962035,-1088172.1179741158,79671630.04197969,79800000.0
59863093.919192426,22185469.724825397,54503377.73768636,83942857.14285713
90110288.93192951,36630140.16095409,109509123.12747344,146471428.57142857
57271239.91003417,35830546.328257754,-36888722.467881896,76971428.57142857
13282571.561253669,8354888.657890296,45664858.83385674,48285714.28571428
29811832.357515704,21188414.0619574,-77060987.28297235,85300000.0
9560695.379851023,12326911.343820449,-10995674.166289415,19085714.285714287
2800101.6919510616,18229498.537990734,58759212.19391696,61585714.28571429
-25545714.35174743,88691669.08443832,128080413.3053102,157871428.57142857
-33735398.260480896,56925036.56729096,34354485.39914021,74557142.85714285
-28537681.76313579,36563830.76441796,-79634326.63750492,92157142.85714285
-84950855.0599638,107971698.23056553,546896.3198210418,137385714.28571427
-63675948.43733892,56558403.292088665,49171517.75850748,98342857.14285713
-47480173.42516012,34865739.83516928,-17319737.7942915,61400000.00000001
-59015083.53285721,18335738.401232623,-13641929.685514081,63285714.28571428
-61700646.88586245,16486386.995462358,65942923.93958553,91800000.0
-70540237.9423434,7932364.7923161145,-7949417.347562743,71428571.42857142
-47954584.73955265,-19134393.964080233,-28846322.48840124,59142857.14285715
-77619131.53528047,-36409393.086283766,-46641038.95495148,97600000.0
-16875079.61026785,-33520844.209737632,-64803201.27659786,74885714.28571428
47417733.01522778,-57925124.787997484,-35250800.305167004,82742857.14285713
48778157.216903724,-10178187.258316068,5067016.693073012,50085714.2857143
72875889.03140324,-2055936.5349561465,10399438.975737894,73642857.14285713
204350654.80308557,65562137.72957551,-53353343.317775756,221142857.14285713
60398514.4560147,26332570.924082935,-52630059.084314145,84328571.42857142
-11949624.578420253,148267691.5489336,-68894663.40579179,163928571.42857143
-12909224.99481199,79567394.28130049,62010254.61419582,101700000.00000001
-6948228.738016159,24384774.43075292,-13658143.847738057,28800000.0
-17277755.83015332,53600027.59395827,63074769.94459655,84557142.85714287
-31945292.767352212,73809764.32091966,-119946249.9591621,144414285.7142857
-41840440.21583507,12312176.714761104,-46348690.73011392,63642857.14285714
-87937401.37997125,18968001.64978566,9195372.888785204,90428571.42857145
-102430094.05855907,-2533837.01455397,38422229.84206377,109428571.42857143
-90172445.50102597,-2296317.2798218266,33683761.29272229,96285714.28571428
-8174165.530541526,-32548343.037533414,63183611.73242332,71542857.14285713
-21023264.136360176,-100846336.26554795,-13203974.754513962,103857142.85714287
25130048.36383747,2014336.3173463028,-83252252.87178555,86985714.28571427
64565346.956382796,38916222.99744927,-11583366.364802742,76271428.57142858
70584096.52184239,65577590.97305129,82962467.43446942,127142857.14285713
29478201.792841505,39322392.58007684,53592465.96096888,72714285.71428572
75689126.99589215,119256029.97690739,17275571.444866147,142300000.0
32983626.583188597,60298757.93334854,39869508.651808344,79457142.85714285
-2485452.170418519,155935281.76622012,-78315045.46615191,174514285.7142857
-2285379.654251579,22543874.52229475,-58217094.99033823,62471428.571428575
-76230662.5018083,76613789.60775396,-22664569.800225962,110428571.42857145
-131063828.54378895,1038956.3942658808,-52445835.506292254,141171428.57142857
-46044938.999669254,-12378867.978129525,-58705264.12872451,75628571.42857143
-146798789.83816016,-77431393.88698569,-70628229.39638312,180371428.57142854
-71285072.51540303,-41979308.19349482,-39527791.794520274,91685714.2857143
-32688907.247569885,-150054839.53438455,-17530174.154358245,154571428.5714286
37086043.37911624,-77695092.07653877,2947862.0108757643,86142857.14285715
57313763.8586098,2673083.84751565,37236367.90966145,68400000.00000001
52396284.09557697,30658191.9332119,39921987.53225086,72657142.85714285
106778887.20028141,120303940.44997826,7748096.360549417,161042857.14285716
-28564498.788502574,48407000.91765602,9391661.395767309,56985714.28571429
-55223266.4760206,62234195.27154296,89713801.54014848,122357142.85714287
-158720018.2627011,89243461.10217,116929553.37806308,216400000.0
-88045822.15435126,-7858298.49762591,42277423.643928304,97985714.28571427
-76018494.86472599,-32974426.983234223,-64116517.751098596,104771428.57142857
-35275340.50916479,-29294701.97920592,26947931.126407802,53185714.285714276
-105191247.73476352,-128676777.34424265,-21383920.26203819,167571428.5714286
-54877314.658290885,-110402658.36858892,39482720.24288936,129457142.85714285
-17406006.940505575,-93331923.32415052,12691968.808126219,95785714.28571428
10949592.300280292,-88963026.49671595,-66867897.62477477,111828571.42857142
66659974.24060279,34232619.09204968,13899387.442602713,76214285.7142857
84472717.89857928,69150410.31848443,43150742.77436753,117385714.28571428
-7649620.607441812,107615252.31494844,-81767135.49600214,135371428.57142857
-48175730.932779044,77039737.39170913,-24138428.492267616,94014285.71428572
-114076273.20475566,-145662808.29352254,22074571.39721367,186328571.4285714
-8295348.298657528,-15518690.709178649,115018877.27305621,116357142.85714287
191455725.38948396,-23635862.150561087,-130391132.20781223,232842857.14285716
58519967.500147514,3566091.826950878,35064769.00703174,68314285.71428572
28933095.02523464,15165499.988272265,94347653.62644391,99842857.14285713
-49188597.3112909,59966864.72890587,65162466.41382423,101300000.0
-98722106.91971086,86865526.73953958,18755139.491632994,132828571.42857142
-56409098.70405321,34345415.06404334,50508818.451360725,83142857.14285713
-11710940.433112754,6321818.120840644,-7663571.39679599,15357142.857142856
-28565031.747024663,12394875.62676562,-26075394.98397133,40614285.71428571
-121341210.7489027,-3470882.730855841,99136817.82819058,156728571.42857143
-17405034.328088716,-18590487.30985255,103263257.73650064,106357142.85714285
-69823369.44632234,-106505309.86091809,-2190175.0886016903,127371428.57142857
57316338.73309221,-45371813.52880601,15784134.837398604,74785714.28571428
108365507.65632112,39872633.2368724,-69694993.46469317,134871428.57142857
91283407.21623127,36436911.22512845,-17800196.227433898,99885714.28571428
104344624.25983591,75659850.09502724,71043760.17235272,147171428.57142857
37122046.689413115,38019460.445752375,47219202.15879456,71085714.2857143
18378254.726039503,76002061.21862894,49844903.479977354,92728571.42857143
-12735055.022623135,89727455.38716643,115976017.40493912,147185714.2857143
-28648060.211446505,36784170.650100574,-80055683.21673016,92642857.14285713
-48391400.28545009,22996435.100607242,6625231.921651879,53985714.28571428
-159277661.75569546,50234602.124194235,939599.7633208337,167014285.71428573
-106332608.28636825,10234844.613285145,-67595828.29888792,126414285.71428572
-50156252.917744614,-2727024.109005454,28014401.546073187,57514285.71428572
-48807351.5468057,-38897027.96485967,29725797.52071508,69128571.42857143
166725869.44165325,49655362.79135066,-18889934.0672692,174985714.2857143
25597879.305829536,41495047.92854257,30857731.161771115,57700000.00000001
-13345019.782475596,63411286.93356366,36467846.52693582,74357142.85714285
-22917744.672874086,944615.025944539,106383939.76886447,108828571.42857142
-90997216.6976176,-39993373.72076606,48923522.98755559,110785714.28571428
-11750747.368472038,-34434772.8232814,-65239990.4728024,74700000.0
-39692079.24591064,-129737446.29825777,10400362.81157646,136071428.5714286
10458014.986083014,-50036440.5800733,-57489039.291576914,76928571.42857143
80908235.01252319,-78789603.27906676,42231804.48478006,120571428.57142857
68064859.25165662,3998807.8016453832,21480033.011065118,71485714.28571427
104719414.44438559,14314351.630824894,-44036275.68055802,114499999.99999999
76529209.51576908,63034456.72249117,4030725.039866554,99228571.42857142
71950643.40865691,64922623.64708596,38285739.5365315,104200000.0
53549314.55102821,117114157.35823277,-4958846.582315824,128871428.57142857
-17810325.021123167,44395339.70066114,32036159.620965146,57571428.571428575
-35165091.89032761,-11660382.75272493,-27602387.3316199,46200000.00000001
-54762160.74922441,-41639746.46826734,29473556.443711467,74842857.14285713
24954005.07732588,-159740529.3187572,-90942349.45042962,185499999.99999997
94837387.93065426,-41800198.62815456,-168641596.11144274,197942857.14285716
35250553.77635825,67647061.87863351,56480041.69882903,94914285.71428573
-14797526.406465527,50727343.063983515,-149811086.75479785,158857142.85714284
-48629084.9499657,94059818.92508991,138827672.17204323,174599999.99999997
-86179338.37404911,-1407884.9389572635,2550691.6752223587,86228571.42857143
30101561.441060074,-63641329.325529605,-37542474.67297815,79785714.2857143
50803044.12923088,-34923968.224090405,-42284720.15810686,74757142.85714285
173912141.48110238,-33144561.67971885,59179619.13880748,186671428.5714286
56438448.46907838,-9620823.178292345,27167614.08292769,63371428.571428575
57356820.571326554,34309662.520526245,33042544.43436004,74557142.85714287
20209321.268688515,24104816.10084031,-73043376.48324448,79528571.42857143
53560059.57404514,116297112.43931317,-22084730.701819103,129928571.42857142
5810714.195415587,33230399.944389533,-61514232.61288938,70157142.85714287
-22485112.417452358,11023091.012695849,88615404.75340933,92085714.2857143
-72131401.55560102,17044587.57125171,76656344.74098365,106628571.42857143
-84924953.82763924,-26045823.90991353,79078267.4081061,118928571.42857143
-127731419.47900362,-43435588.70689267,92131741.46315622,163371428.57142857
-34748368.02798147,-28995025.513162784,-21557205.02181073,50128571.42857142
-24527654.09373228,-37404155.103455804,14433411.435098736,47000000.0
-42476885.13990795,-69542257.312372,-68481169.04263246,106442857.14285713
-26660896.11841921,-126939234.23652478,-55395983.43407186,141042857.14285713
5410521.904026909,-86296045.00167459,15413527.467087803,87828571.42857142
75027471.44810794,-84544727.95091312,-5553354.725514867,113171428.57142858
80059435.16427705,-50459331.97559002,-98943743.05840255,136914285.71428573
96853653.73864603,-33272317.026233673,18037501.28733082,103985714.28571428
47857359.1674817,-8617908.78532824,-112777451.63459149,122814285.71428572
58530202.57791954,27029194.4193645,-69444612.1572932,94757142.85714287
41615622.49854315,103017706.20600055,2868251.3820193233,111142857.14285713
3496028.973839655,17685524.633852433,-10630385.782288838,20928571.42857143
-3020362.038466183,14521268.254230818,53585167.55078088,55599999.99999999
-36516962.07791252,58185567.16245299,57569367.470126875,89628571.42857142
-81148614.52666776,36843471.99347826,66145972.72229257,110985714.28571428
-30946478.86030825,10103809.933811944,-102797029.56455709,107828571.4285714
-57875202.791293696,-1361317.4239183778,18720603.143170606,60842857.14285714
-33342564.581177592,-3509551.85154467,54465333.51959116,63957142.85714286
-71805425.12984295,-94137788.77982362,-4574072.076798909,118485714.2857143
-6295695.003259842,-44474216.15842745,-94433002.67908877,104571428.57142857
65402305.71241598,-61473544.2540222,-90411845.26569764,127400000.0
51966430.628132574,-20388087.29956,49077005.96663625,74328571.42857143
102782487.64329667,-18753267.91115811,49237436.7377902,115499999.99999999
77383938.64264679,-13338877.711553968,34645981.801886804,85828571.42857142
12069934.980677893,-1022602.063546791,58253935.0995436,59500000.0
93971530.46981381,7223439.521465513,-15845230.885798315,95571428.57142857
102774652.35116524,36551361.294017345,-82509347.92567888,136771428.5714286
60794548.08856095,23588561.624803737,79949648.8838436,103171428.57142857
121866136.87093666,76592387.74231556,-21850652.80870469,145585714.2857143
134323005.10172626,87514097.74697661,-5994958.430755143,160428571.4285714
57993927.0514274,38569529.123020574,-16417080.808101617,71557142.85714287
108481677.24386239,78740178.73982511,-17296335.440924488,135157142.85714284
-2867788.6703809765,108046315.6145994,130846124.30547039,169714285.7142857
-16827020.04027156,34919456.85683853,-113989661.50220683,120400000.00000001
-18538785.529690735,31328614.986997187,-114929787.29623656,120557142.85714287
-111197712.21696523,126621426.79114187,-32983010.67907285,171714285.71428573
69385964.51490359,-77503438.43185389,-43174067.0034361,112628571.42857143
128748526.26996648,-7528299.833181104,-71695551.41776054,147557142.85714287
120367218.05997248,48853423.84961899,5701331.636347597,130028571.42857145
68516019.13672996,28286708.558112174,-1606395.3155430793,74142857.14285713
46544224.79792866,21875711.7417858,52949382.89782405,73814285.71428572
63841785.50718665,165056206.1133921,114056871.51849005,210542857.14285713
23323945.50393961,97453217.44552098,-100370352.44092077,141828571.42857143
-55816709.33317042,39438542.35556446,-11384486.82050918,69285714.28571428
-7674426.468376304,-1396825.8501239547,1571043.7215081835,7957142.857142856
-91697028.29922746,-18649054.717474636,-12240681.755832035,94371428.57142857
-74244786.46137592,-131322658.59771562,46340261.08733876,157814285.7142857
-30562733.35230971,-98502749.62028705,-51516245.64781485,115285714.28571428
-1111469.3813649022,-4505183.04955979,14669293.288563022,15385714.285714285
3865431.698129844,-72342053.19843255,29100407.83229542,78071428.57142857
23343379.030386604,-31738435.852404732,-19070823.376828026,43771428.571428575
83629247.40834402,-80581038.85890839,-82454491.16644134,142428571.4285714
77996430.3479486,-46637922.18002124,-132553923.74562493,160714285.71428573
87379154.66674773,7913147.278621846,-6801869.5864751665,87999999.99999999
64889680.41959139,16797598.98129448,-70923491.70874186,97585714.28571428
181762101.23357674,61664542.51803541,1443315.405473921,191942857.1428572
51042696.85772144,35700228.55589965,34578627.39359144,71242857.14285715
38302039.58176074,30755246.566012483,43241601.76914608,65442857.14285713
70833536.36380969,64636709.391317464,39023980.15707828,103528571.42857143
-2515914.7339833644,104981395.06444022,17914055.766003843,106528571.42857142
-108056963.06076485,54941681.36215478,10442265.740546936,121671428.57142858
-100124266.7802865,-12510730.140352251,-99567566.92862244,141757142.85714287
-22933770.005985606,-5069590.010106957,-20580697.848016877,31228571.42857143
-56914126.88695564,-14058565.777614675,-8024764.6791459,59171428.57142857
-45796635.6853868,-13915478.72325663,-73912705.40283188,88057142.85714285
-27379632.003551796,-10404686.167077381,-14474823.039079616,32671428.57142857
-23628305.260090977,-10510152.610344732,18506212.001466453,31800000.000000004
-203165728.63995808,-94103298.38124496,134485067.15209714,261185714.2857143
-59109976.06817812,-58360640.885592096,-190849404.77830735,208142857.14285713
-22344534.947734255,-109897584.94782794,-48106286.75653925,122028571.42857143
8483906.17609598,-30018861.22179625,-54964818.81114262,63200000.0
91928760.19219725,-66750596.38918752,-6625777.781761151,113800000.00000001
79557526.06501377,-14370026.566079607,-33843356.67554399,87642857.14285715
99964615.01894322,10656472.561300596,-25498399.908410076,103714285.7142857
78599865.25479124,14304197.276455633,-63322959.85386247,101942857.14285715
94438265.43337528,77834061.46274275,-3940325.2981780446,122442857.14285713
11330723.530653413,49939494.277191356,19751031.57466289,54885714.28571429
-21835115.896308426,10831779.079608789,112928079.28983764,115528571.42857143
-64544404.80505012,-14469958.663692553,-6115162.031677429,66428571.42857143
-56814348.88303807,-28926064.96548222,49499580.25050798,80714285.7142857
-56244575.7433097,-79521494.6948717,7807766.236360609,97714285.7142857
-29522526.754584637,-50729422.95467198,22253051.602168925,62771428.57142857
-33457483.601122726,-126633103.6837359,-11860067.008392949,131514285.7142857
-14858445.923445059,-104767625.51237382,-21680801.3598761,108014285.71428573
6332932.769008534,-21745926.971727937,-50636824.648062155,55471428.57142857
40016463.89450961,-89798001.39549494,74724314.61985557,123485714.2857143
27442743.835446626,-39358756.788914174,-64851086.82642306,80671428.57142858
104116238.43493837,-59597191.8746176,-3852476.3468120275,120028571.42857142
70572861.94104214,-26775153.180614565,26202525.252449103,79900000.0
58348678.46392694,100167.61619139991,-62612588.01357642,85585714.28571428
137354838.08075824,43406195.54448139,-43636004.036169015,150514285.7142857
41115146.94323142,17878227.960160445,-30683991.43381469,54328571.42857143
65651723.053763464,59607398.57200571,-48231418.222080715,100942857.14285715
7539986.531181664,50129964.004714094,-42396426.08344164,66085714.28571429
-42258807.01429542,34280069.87334683,-43281546.69261432,69528571.42857142
-45431386.9069322,35459812.52725034,17836123.73407222,60328571.42857143
-74038198.90389982,1408989.4620383526,69165303.7260557,101328571.42857142
-92958663.59109591,-3499751.230575963,26925407.78286149,96842857.14285713
-86753107.32628495,-89882928.3675642,-112205904.05252384,167914285.7142857
-66837667.835934155,-101122945.45091331,-114935600.15954117,167042857.14285713
11944651.223780079,-77500473.63522612,-121117171.53400111,144285714.2857143
69990944.48535194,-94210248.53565876,31486797.13071583,121514285.71428573
99301008.68337633,-97589472.94427997,-74212048.33712016,157771428.5714286
47607478.15150857,-23722281.590182226,-29950155.06425637,61042857.14285715
89088465.72621174,68529757.2447924,48064891.23017339,122242857.14285713
37599577.11664773,45777585.5699861,52373421.468893856,79071428.57142857
-20739202.168264534,135504878.10231784,-23434499.115573056,139071428.57142857
-99076220.81363426,80433398.13285875,53930457.06644012,138542857.14285713
-91532803.87924297,-76301997.26123339,5678118.345963949,119299999.99999999
79118654.99910259,-92270983.38305502,-15590249.94641391,122542857.14285715
93741066.18721406,-23845569.53690521,48934255.113825634,108399999.99999999
145626770.70710933,-8287187.469842879,-105178330.84480615,179828571.42857143
224024760.60853288,55715335.85406097,-40645639.187479034,234400000.00000003
61629650.7235977,25229467.547469024,-47674627.62265229,81900000.0
58252962.17724439,34372297.59297908,-40679932.93395802,78928571.42857143
88836416.21101658,108317823.17204326,37310259.18020153,144971428.57142857
47640395.61736117,72921596.43529509,48477573.282935016,99685714.2857143
18431331.190447576,62451893.46942733,-62604295.77080046,90328571.42857142
-8529902.52179028,103029371.41497545,129822812.53350629,165957142.85714284
-14813190.423510626,118517899.02693483,-123924994.84227093,172114285.71428573
-106631446.05508119,133016757.71044853,-13129789.419410529,170985714.2857143
-36290355.2689172,35008192.19139304,-155650477.30007827,163614285.71428573
-108507909.70272288,70483363.0324862,-32869120.273845106,133500000.0
-124953252.33986217,53447728.46014555,26614246.43618087,138485714.2857143
-52510973.40799206,15735208.087422889,-22503552.559151404,59257142.85714286
-77015504.39490028,18956363.92511503,-2134790.183959434,79342857.14285713
-126567400.55357157,27688291.776062094,69810321.61070827,147171428.57142854
-92618893.24225792,8736731.578132015,-17475263.36821424,94657142.85714285
-53514158.99538347,-10574009.023597503,46884373.81410569,71928571.42857143
-20670606.695585255,-9658555.09546383,-112553632.41157085,114842857.14285715
-12795523.209925495,-37762547.34035633,74485572.57965432,84485714.28571428
-23529895.129708286,-75472625.06023465,-15257034.632713046,80514285.71428572
9080085.027173558,-65230745.74431638,19699803.900113188,68742857.14285713
9604954.525585243,-65024991.80692672,73609547.5679085,98685714.28571428
76787166.82665569,-108767204.50232865,-174671507.76025,219628571.42857143
19687869.394661434,-15647292.135057293,66244129.86383382,70857142.85714287
64362321.11641374,-28727333.102933265,50070645.13585945,86457142.85714287
72616097.49268214,-27351123.908589497,53080168.84145728,94014285.71428572
73599981.96677402,21202762.04702279,-1022514.580760221,76599999.99999999
74396497.65489724,32510638.727773476,-23003658.007092416,84385714.28571428
156854293.01221728,92660195.51871331,-3586760.159065536,182214285.71428573
70437811.18057688,63450499.39475696,37404151.04367972,101914285.7142857
22816133.17859042,50388536.49744318,3095069.695929695,55400000.0
17557046.974542663,92393085.8059079,36827541.28089252,101000000.00000001
10504584.451974891,153263693.28103617,8983712.404807229,153885714.2857143
-15558016.038614172,123845997.43205583,57401668.501859434,137385714.28571427
-13778096.935561351,10152062.369944075,-75293728.77496763,77214285.71428572
-95120627.32470934,50411104.86518506,-39542380.11108543,114685714.2857143
-18669065.145401917,-620879.1551683373,877790.220620389,18700000.0
-79070335.46589641,-17848999.663496904,54999064.510751314,97957142.85714285
-47588797.978297755,-16167763.657952929,23030847.3435732,55285714.28571429
-158860860.19624382,-63227953.40587572,-87660313.46529791,192142857.14285713
-127429029.03002825,-56124410.91817055,-39579331.31971563,144757142.85714287
-22819699.93352962,-14633968.489244005,-34928660.47279757,44214285.71428571
-14954624.467448557,-22520694.579587523,14427827.85342538,30642857.142857146
-18787694.818702076,-60258477.33253673,-122365413.21521705,137685714.28571427
12844065.206995491,-51786105.345852874,-56779091.225855514,77914285.7142857
51833444.05568966,-25126052.115417197,-16535091.65043898,59928571.42857143
111416146.27411205,-36361856.49816477,-36614059.78699439,122785714.28571428
88867906.36065152,6639258.683054214,-21373552.080084503,91642857.14285715
56263347.54452493,29791216.65140033,70973090.26438537,95342857.14285715
51078005.555226676,64360804.90290054,-6203558.716656779,82400000.0
-13488023.106496962,23826162.028912764,41649701.60534004,49842857.14285714
-13140592.413210375,18870920.54514333,-10618367.078840813,25328571.42857143
-51302300.8167971,-13999445.731183263,-45300219.185847,69857142.85714287
-85122872.9819775,-24148910.64599289,22681361.531583272,91342857.14285715
-71963714.7450928,-27851275.39610643,102250380.04280058,128100000.0
-111851312.7862521,-109530029.84711733,22796850.4333729,158199999.99999997
-36417060.85404342,-36812752.100884065,-38933375.61812436,64785714.2857143
-66169195.526165865,-123641728.5951307,34673139.977179065,144457142.85714287
-4269652.949970324,-28953965.368153796,-50140500.49492181,58057142.85714286
45326927.09968958,2846526.33091154,50878354.60730678,68200000.00000001
94645899.50775832,6506944.971908229,49268888.49466644,106900000.00000001
79489978.57604535,68917087.27491306,-29582862.17492557,109285714.28571428
79426762.4813814,110976375.41875148,24117083.254908636,138585714.2857143
85600249.01966308,140027352.4977344,1768015.6760000545,164128571.42857143
32975585.26826064,93624854.40489231,-101962186.1960521,142300000.00000003
19193935.236259773,63599977.45902587,-63665253.418704554,92014285.71428572
19009765.81877972,63980330.07116366,-42422828.42505599,79085714.28571428
12841072.246491376,97291063.34934554,96698099.18776207,137771428.5714286
-14583246.531138347,56404743.751289025,41916246.99501539,71771428.57142858
-34477699.63720055,112439049.88273364,-136078433.72823563,179857142.85714287
-22545292.630650673,55175015.808818854,22393709.541329857,63671428.57142857
-55030299.24136338,42141651.02881886,81121128.03685148,106700000.0
-67663681.96704118,33779981.73686172,60490312.911343336,96842857.14285713
-83563210.57181226,-87044921.82688594,27045524.632998314,123657142.85714287
-14114719.513561428,-24291931.83998878,-48706559.98356676,56228571.42857143
-20090380.130785536,-85113288.0137089,81899742.92340888,119814285.7142857
25151454.843953904,-120209373.47782604,-47836710.24747712,131800000.00000001
152260861.7774287,-59926656.006612994,29361768.027151205,166242857.14285713
6380597.27101182,-1581450.507657404,-35351140.22497671,35957142.85714286
87269537.59376268,-16675860.03639417,50447441.12979337,102171428.57142858
83640680.95969103,12507615.825797316,-4678251.270874586,84699999.99999999
83006303.82214937,22998297.072014514,-10264264.36129371,86742857.14285715
50821749.744041584,74410220.07698467,-10078534.627235787,90671428.57142858
-48076530.638465576,101697406.9236741,103981477.61978483,153185714.28571427
-57386398.894640476,40004887.766183026,-8522465.700621277,70471428.57142858
-45777373.397973515,4047794.779323394,14677217.294607025,48242857.14285714
-71179525.63729316,-12064495.331992652,2211246.9438077263,72228571.42857143
-132264349.29735234,-80081724.85957405,-27158308.825465687,156985714.2857143
-35882451.847262435,-22482506.914305076,-27439201.839398306,50457142.85714285
-13587559.830631137,-29889425.466842838,-65998457.41741554,73714285.7142857
84223424.05767101,-29808718.5650102,53066316.181019604,103914285.71428572
90593783.38506582,-29294191.88974405,44029839.126513146,104900000.00000001
128410424.23138247,-21878603.056266505,3190560.6126054693,130300000.00000001
81776139.16682507,13128353.370265486,-14762314.56668442,84128571.42857143
182415784.95376247,65398549.77941605,-3389459.1590258707,193814285.7142857
47360827.84664362,19587163.333750263,65685350.13455594,83314285.71428572
